title	year	avg_rating	#votes	genres	runtime_min	id
The Class	2008	7.5	32824	Drama	128	1068646
I've Loved You So Long	2008	7.6	19263	Drama	117	1068649
Telstar: The Joe Meek Story	2008	6.5	1499	Biography,Drama,Music	119	1068669
Veronika Decides to Die	2009	6.4	11683	Drama,Romance	103	1068678
Yes Man	2008	6.8	318720	Comedy,Romance	104	1068680
Western Stars	2019	7.6	799	Documentary,Music	83	10687158
House of Good and Evil	2013	6.6	7979	Thriller	108	1068953
In the Name of God	2007	8.4	8882	Drama	168	1068956
Midnight Son	2011	5.9	1670	Horror	88	1068961
Departures	2008	8.1	46077	Drama,Music	130	1069238
Superstar	2019	5.6	402	Drama,Musical,Romance	135	10695638
The Secrets of Jonathan Sperry	2008	6.7	1254	Drama	96	1070858
Hero	2019	6.8	536	Action,Drama,Thriller	164	10709232
Comali	2019	7.0	1474	Comedy	143	10711648
Ink	2009	6.9	20597	Action,Drama,Fantasy	107	1071804
Mao's Last Dancer	2009	7.3	7126	Biography,Drama,Music	117	1071812
Ghost Rider: Spirit of Vengeance	2011	4.3	106297	Action,Fantasy,Thriller	96	1071875
Winchester	2018	5.4	26551	Biography,Drama,Fantasy	99	1072748
The Descent: Part 2	2009	5.8	41406	Adventure,Horror,Thriller	94	1073105
Nothing But the Truth	2008	7.2	34883	Crime,Drama,Mystery	108	1073241
Meet the Spartans	2008	2.8	98969	Comedy	86	1073498
Helen	2019	7.8	768	Drama,Thriller	117	10735202
The Betrayed	2008	6.0	1993	Crime,Drama,Mystery	98	1074191
The Six Wives of Henry Lefay	2009	5.1	2831	Comedy	95	1074214
Skyfall	2012	7.7	605351	Action,Adventure,Thriller	143	1074638
Adoration	2008	6.3	3042	Drama,Romance	101	1074929
The Misfortunates	2009	7.4	9052	Comedy,Drama	108	1075110
Don't Look Back	2009	5.8	6167	Drama,Horror,Mystery	111	1075113
Race to Witch Mountain	2009	5.7	52827	Action,Adventure,Family	98	1075417
Shinjuku Incident	2009	7.0	11019	Action,Crime,Drama	119	1075419
Jonah Hex	2010	4.7	53300	Action,Drama,Fantasy	81	1075747
Reykjavik Whale Watching Massacre	2009	4.9	1815	Comedy,Horror	90	1075749
Johnny Gaddaar	2007	7.8	10750	Crime,Drama,Mystery	135	1077248
Planet Terror	2007	7.1	193402	Action,Comedy,Horror	105	1077258
Ajami	2009	7.3	5769	Crime,Drama	124	1077262
Dark Shadows	2012	6.2	236472	Comedy,Fantasy,Horror	113	1077368
Boy A	2007	7.6	36076	Drama	102	1078188
My Sister's Keeper	2009	7.4	86577	Drama,Family	109	1078588
Night at the Museum: Battle of the Smithsonian	2009	6.0	166688	Adventure,Comedy,Family	105	1078912
The Only Good Indian	2009	6.4	321	Western	114	1078917
Sick Girl	2007	4.5	983	Crime,Horror,Thriller	83	1078931
Couples Retreat	2009	5.5	97977	Comedy	113	1078940
Ice Age: Dawn of the Dinosaurs	2009	6.9	211538	Adventure,Animation,Comedy	94	1080016
Baarìa	2009	6.9	6583	Comedy,Drama	163	1081935
Queen to Play	2009	6.9	2525	Drama	97	1082009
Stag Night	2008	4.8	2980	Horror,Thriller	84	1082599
Fighting	2009	5.6	31157	Action,Crime,Drama	105	1082601
The Belko Experiment	2016	6.1	40445	Horror,Thriller	89	1082807
Management	2008	5.8	16624	Comedy,Drama,Romance	94	1082853
Quarantine	2008	6.0	66810	Horror,Thriller	89	1082868
The Wackness	2008	7.0	29374	Comedy,Drama,Romance	99	1082886
Eddie the Eagle	2015	7.4	79224	Biography,Comedy,Drama	106	1083452
Fired Up!	2009	6.1	41096	Comedy,Sport	90	1083456
Gumnaami	2019	7.9	717	Action	142	10834986
Rachel Getting Married	2008	6.7	45881	Drama,Romance	113	1084950
Wanted	2009	6.6	17560	Action,Thriller	147	1084972
Chicago Overcoat	2009	6.0	824	Action,Adventure,Crime	94	1085382
The Prince	2014	4.6	16550	Action,Thriller	93	1085492
The Square	2008	6.7	5275	Crime,Drama,Thriller	105	1085507
Weather Girl	2009	5.8	2960	Comedy	92	1085515
The Hole	2009	5.7	21749	Adventure,Fantasy,Thriller	92	1085779
El rey de la montaña	2007	6.2	3131	Thriller	90	1085862
Uncertainty	2008	5.8	6290	Drama,Romance,Thriller	101	1086216
Blended	2014	6.5	110489	Comedy,Romance	117	1086772
Megan Is Missing	2011	4.7	7888	Drama,Horror,Thriller	85	1087461
Trucker	2008	6.7	3043	Drama	90	1087527
Still Walking	2008	8.0	11847	Drama	115	1087578
Eden Log	2007	5.3	6319	Horror,Mystery,Sci-Fi	98	1087842
Gutterballs	2008	4.6	2982	Comedy,Horror,Sport	96	1087853
Terribly Happy	2008	6.9	5033	Crime,Drama,Thriller	99	1087890
Bikram: Yogi, Guru, Predator	2019	6.7	3235	Crime,Documentary	86	10883004
No Man's Land: The Rise of Reeker	2008	4.8	3089	Horror,Thriller	88	1090671
Lone Survivor	2013	7.5	253677	Action,Biography,Drama	121	1091191
Teenage Dirtbag	2009	7.0	2835	Drama	106	1091207
Chandni Chowk to China	2009	4.0	7355	Action,Comedy	154	1091229
Tell Me Who I Am	2019	7.7	6658	Documentary,Drama,Mystery	85	10915286
Expelled: No Intelligence Allowed	2008	3.7	11731	Documentary	90	1091617
Adventureland	2009	6.8	148671	Comedy,Drama,Romance	107	1091722
The Longshots	2008	5.3	3680	Biography,Comedy,Drama	94	1091751
With Great Power: The Stan Lee Story	2010	7.2	857	Biography,Documentary	80	1091863
A French Gigolo	2008	6.0	1006	Drama,Romance	104	1091992
Golmaal Returns	2008	5.1	6498	Comedy,Crime	135	1092005
Heavy Metal in Baghdad	2007	7.7	1073	Documentary,Music,War	84	1092007
My Name Ain't Johnny	2008	7.2	6055	Biography,Crime,Drama	124	1092016
Nothing to Lose	2008	7.1	3144	Crime,Thriller	88	1092019
The Investigator	2008	7.5	2339	Comedy,Crime,Drama	107	1092021
Paul	2011	7.0	225769	Adventure,Comedy,Sci-Fi	104	1092026
Passchendaele	2008	6.4	7750	Drama,History,Romance	114	1092082
The Goods: Live Hard, Sell Hard	2009	5.8	19957	Comedy	89	1092633
Shanghai	2010	6.4	8877	Crime,Drama,Mystery	105	1092634
Killer Sofa	2019	3.5	294	Comedy,Horror	81	10927122
Comme les autres	2008	6.5	1234	Comedy,Drama,Romance	93	1093352
The Darkest Hour	2011	4.9	56009	Action,Adventure,Horror	89	1093357
Hush	2008	6.0	6389	Horror,Thriller	91	1093369
Jab We Met	2007	7.9	43987	Comedy,Drama,Romance	138	1093370
Leaving Barstow	2008	6.1	387	Drama	85	1093374
Continental, un film sans fusil	2007	6.8	611	Comedy,Drama	103	1093815
Encounters at the End of the World	2007	7.7	16501	Documentary	99	1093824
Berlin	2007	7.3	655	Documentary,Music	85	1093836
My Winnipeg	2007	7.6	4640	Comedy,Documentary,Drama	80	1093842
Obscene	2007	7.1	207	Biography,Documentary	97	1093849
Confessions of a Shopaholic	2009	5.9	72149	Comedy,Romance	104	1093908
Bride Flight	2008	7.0	2448	Drama	130	1094241
Under the Bombs	2007	7.0	1362	Drama,Romance,War	98	1094275
Blood on the Highway	2008	5.3	422	Comedy,Horror	88	1094294
The Disappeared	2008	5.9	1729	Drama,Horror,Thriller	96	1094295
Sigur Rós: Heima	2007	8.5	7650	Documentary,Music	97	1094594
Buddha Collapsed Out of Shame	2007	7.3	1949	Drama,War	81	1094627
The Hammer	2010	7.0	1638	Biography,Drama,Sport	108	1094666
New in Town	2009	5.6	20869	Comedy,Romance	97	1095174
Bad Lieutenant: Port of Call New Orleans	2009	6.6	72065	Crime,Drama	122	1095217
Goodbye Solo	2008	7.3	5429	Drama	91	1095442
Shady White	2019	6.8	42	Crime,Thriller	85	10969906
Joy Division	2007	7.8	3034	Documentary,Music	93	1097239
Fifty Dead Men Walking	2008	6.9	10533	Crime,Drama,Thriller	117	1097643
Adrift in Tokyo	2007	7.4	2156	Comedy	101	1098226
Dragonball Evolution	2009	2.5	67535	Action,Adventure,Fantasy	85	1098327
Twilight	2008	5.2	403789	Drama,Fantasy,Romance	122	1099212
35 Shots of Rum	2008	7.1	3929	Drama	100	1100048
Bereavement	2010	5.1	6398	Crime,Horror,Thriller	103	1100051
Tormented	2009	5.1	5907	Comedy,Horror	91	1100053
Foxcatcher	2014	7.0	128725	Biography,Drama,Sport	134	1100089
Shorts	2009	4.7	6507	Comedy,Family,Fantasy	89	1100119
Lake Tahoe	2008	6.7	1601	Drama	89	1101675
Killers	2010	5.4	83981	Action,Comedy,Romance	100	1103153
Two Lovers	2008	7.0	35504	Drama,Romance	110	1103275
24 City	2008	7.1	1573	Drama	112	1103963
The Girlfriend Experience	2009	5.5	15383	Drama	77	1103982
TRON: Legacy	2010	6.8	302521	Action,Adventure,Sci-Fi	125	1104001
Walled In	2009	4.8	5495	Horror,Thriller	91	1104006
Little Ashes	2008	6.5	8373	Biography,Drama,Romance	112	1104083
Shifty	2008	6.5	2783	Crime,Drama,Thriller	85	1104126
Gantumoote	2019	8.3	248	Drama	115	11042658
Ujda Chaman	2019	7.3	3325	Comedy	120	11046300
Hamlet 2	2008	6.3	16265	Comedy,Music	92	1104733
One Week	2008	7.0	10959	Adventure,Drama	94	1104806
Coffin Rock	2009	5.3	1357	Drama,Thriller	92	1104814
Growing Up Smith	2015	6.8	1014	Comedy,Drama,Family	102	1105355
The Missing Person	2009	6.1	1429	Drama	95	1105512
8 x 10 Tasveer	2009	5.4	5116	Action,Mystery,Thriller	122	1105709
Mulligans	2008	6.3	2643	Drama,Romance	92	1106447
Ca$h	2010	6.0	8809	Crime,Thriller	108	1106860
Dirty Girl	2010	6.4	10132	Comedy,Drama	90	1107319
Giallo	2009	4.4	4970	Crime,Drama,Horror	92	1107816
The Maiden Heist	2009	6.1	14987	Comedy,Crime	90	1107860
The Human Contract	2008	5.1	1890	Drama	103	1109477
Paddington	2014	7.2	89981	Adventure,Comedy,Family	95	1109624
The Elephant in the Living Room	2010	7.3	967	Documentary	96	1111313
The Taking of Pelham 123	2009	6.4	178095	Action,Crime,Thriller	106	1111422
Balibo	2009	7.1	2408	Drama,Mystery,Thriller	111	1111876
Soul Men	2008	6.4	10156	Comedy,Drama,Music	100	1111948
King Corn	2007	7.0	1909	Documentary	88	1112115
Thick as Thieves	2009	6.0	32423	Action,Crime,Thriller	104	1112782
George Harrison: Living in the Material World	2011	8.2	9944	Biography,Documentary,Music	208	1113829
Up the Yangtze	2007	7.5	1736	Documentary	93	1114277
Hannah Montana: The Movie	2009	4.4	37864	Comedy,Drama,Family	102	1114677
That Evening Sun	2009	7.1	2528	Drama	109	1114680
Heroes	2008	5.6	1908	Action,Adventure,Comedy	139	1114725
Paul Blart: Mall Cop	2009	5.2	98364	Action,Comedy,Crime	91	1114740
Jackass 3D	2010	7.0	54578	Action,Comedy,Documentary	95	1116184
Felon	2008	7.4	73069	Crime,Drama	104	1117385
Transcendent Man	2009	7.2	1778	Documentary	83	1117394
Strigoi	2009	5.6	1101	Comedy,Drama,Fantasy	105	1117636
Plague Town	2008	4.5	1620	Horror,Thriller	88	1118687
The Killing Room	2009	5.7	13219	Mystery,Thriller	93	1119191
The Hangover	2009	7.7	687029	Comedy	100	1119646
Tony	2009	6.2	3121	Drama,Horror,Thriller	76	1120945
Blue Valentine	2010	7.4	175030	Drama,Romance	112	1120985
Seventh Son	2014	5.5	68141	Action,Adventure,Fantasy	102	1121096
Sword of the Stranger	2007	7.8	13779	Action,Adventure,Animation	103	1121794
Crank: High Voltage	2009	6.2	134978	Action,Crime,Thriller	96	1121931
Mother and Child	2009	7.2	11173	Drama,Romance	125	1121977
And Everything Is Going Fine	2010	7.1	1007	Documentary	89	1122614
Alien Trespass	2009	5.6	3521	Comedy,Horror,Sci-Fi	90	1122836
Detective Dee: The Mystery of the Phantom Flame	2010	6.6	9952	Action,Adventure,Drama	123	1123373
The Ides of March	2011	7.1	209813	Drama,Thriller	101	1124035
Free State of Jones	2016	6.9	47267	Action,Biography,Drama	139	1124037
Echelon Conspiracy	2009	5.8	18377	Action,Crime,Mystery	105	1124039
City of Life and Death	2009	7.7	9870	Drama,History,War	132	1124052
John Rabe	2009	7.2	5886	Biography,Drama,History	134	1124377
Sauna	2008	6.3	6563	Horror	83	1124394
The Wrestler	2008	7.9	281374	Drama,Sport	109	1125849
Big Eyes	2014	7.0	80507	Biography,Crime,Drama	106	1126590
Burlesque	2010	6.4	73799	Drama,Music,Musical	119	1126591
Adulthood	2008	6.6	11492	Crime,Drama	99	1126596
Morning Glory	2010	6.5	69476	Comedy,Drama,Romance	107	1126618
Drag Me to Hell	2009	6.5	180975	Horror,Thriller	99	1127180
Not Forgotten	2009	4.8	2464	Horror,Thriller	96	1127221
Sin Nombre	2009	7.6	30081	Adventure,Crime,Drama	96	1127715
Cold Souls	2009	6.4	9362	Comedy,Drama	101	1127877
Taking Woodstock	2009	6.7	27644	Biography,Comedy,Drama	120	1127896
Love Exposure	2008	8.1	10553	Action,Comedy,Drama	237	1128075
Fireproof	2008	6.5	20200	Drama,Fantasy,Romance	122	1129423
Miss Nobody	2010	5.5	1736	Comedy,Crime	92	1129427
Mum & Dad	2008	5.9	5573	Horror,Thriller	84	1129428
The Beaches of Agnès	2008	8.0	2924	Biography,Documentary	110	1129435
Transporter 3	2008	6.1	151169	Action,Thriller	104	1129442
Amelia	2009	5.8	11576	Adventure,Biography,Drama	111	1129445
The Informant!	2009	6.4	61316	Biography,Comedy,Crime	108	1130080
Is Anybody There?	2008	6.7	4567	Drama	94	1130088
Shutter Island	2010	8.1	1047810	Mystery,Thriller	138	1130884
Sinners and Saints	2010	6.1	5240	Action,Crime,Thriller	104	1130969
A Deal Is a Deal	2008	6.2	2028	Comedy,Drama	106	1130980
Tear This Heart Out	2008	7.4	2021	Drama	107	1130981
JCVD	2008	7.1	36612	Comedy,Crime,Drama	97	1130988
Ultimate Heist	2009	5.4	3134	Action,Crime,Drama	95	1130993
2:22	2017	5.8	17513	Drama,Sci-Fi,Thriller	98	1131724
Pirate Radio	2009	7.4	104321	Comedy,Drama,Music	135	1131729
Jennifer's Body	2009	5.2	109295	Comedy,Horror	102	1131734
(Untitled)	2009	6.3	2045	Comedy,Drama,Music	96	1132193
The Factory	2012	5.8	10218	Crime,Mystery,Thriller	104	1132285
Lay the Favorite	2012	4.8	10813	Comedy,Drama,Romance	94	1132449
Ugly Melanie	2008	5.5	929	Comedy	93	1132608
The Girl with the Dragon Tattoo	2009	7.8	201820	Crime,Drama,Mystery	152	1132620
Saw V	2008	5.8	109775	Horror,Mystery,Thriller	92	1132626
Green Lantern	2011	5.5	257811	Action,Adventure,Sci-Fi	114	1133985
Medicine for Melancholy	2008	6.7	1905	Drama,Romance	88	1133989
What Doesn't Kill You	2008	6.6	11360	Crime,Drama	100	1133991
Serious Moonlight	2009	5.4	7614	Comedy,Crime,Romance	81	1133993
The Private Lives of Pippa Lee	2009	6.4	12501	Comedy,Drama,Romance	98	1134629
ZMD: Zombies of Mass Destruction	2009	5.0	3953	Comedy,Horror,Sci-Fi	89	1134674
Survival of the Dead	2009	4.9	19669	Comedy,Drama,Horror	90	1134854
Takers	2010	6.2	55032	Action,Crime,Thriller	107	1135084
The Limits of Control	2009	6.3	18731	Crime,Drama,Mystery	116	1135092
Tell Tale	2009	5.4	4677	Drama,Horror,Sci-Fi	93	1135095
Duplicity	2009	6.1	45852	Comedy,Crime,Romance	125	1135487
Julie & Julia	2009	7.0	99729	Biography,Drama,Romance	118	1135503
The Slammin' Salmon	2009	6.4	12738	Comedy	90	1135525
White Material	2009	6.9	6363	Drama,War	106	1135952
Dean Spanley	2008	7.2	3245	Comedy,Drama	100	1135968
Sex Drive	2008	6.5	81032	Comedy,Romance	109	1135985
A Tale of Love and Darkness	2015	6.0	3201	Biography,Drama,History	95	1135989
District 9	2009	7.9	616953	Action,Sci-Fi,Thriller	112	1136608
Between Love & Goodbye	2008	5.7	1166	Drama,Music,Romance	97	1137437
Death Wish	2018	6.4	55936	Action,Crime,Drama	107	1137450
Accidental Love	2015	4.1	7307	Comedy,Romance	100	1137470
Blood River	2009	5.3	1318	Horror,Thriller,Western	104	1137999
Chris & Don. A Love Story	2007	7.6	814	Biography,Documentary,Romance	90	1138002
Personal Effects	2009	6.2	8004	Drama	106	1138489
1612: Khroniki smutnogo vremeni	2007	5.6	2066	Adventure,Drama,Fantasy	144	1139085
Stolen	2009	6.1	5218	Crime,Drama,Mystery	91	1139282
A Film with Me in It	2008	6.7	3579	Comedy,Thriller	89	1139319
The Ghost Writer	2010	7.2	151091	Drama,Mystery,Thriller	128	1139328
Jeepers Creepers III	2017	4.0	15904	Action,Horror,Mystery	100	1139592
The Unborn	2009	4.8	47991	Drama,Horror,Mystery	88	1139668
Black Devil Doll	2007	4.2	932	Comedy,Horror	73	1139783
Let the Right One In	2008	7.9	198652	Drama,Horror,Romance	114	1139797
The Girl from Monaco	2008	5.8	1909	Comedy,Drama	95	1139800
Post Grad	2009	5.3	13374	Comedy,Romance	88	1142433
The Family That Preys	2008	5.7	6552	Drama	111	1142798
Madea Goes to Jail	2009	4.4	11053	Comedy,Crime,Drama	103	1142800
Within the Whirlwind	2009	6.8	646	Biography,Drama	90	1142804
Detroit Metal City	2008	6.7	2373	Comedy,Drama,Music	104	1142972
Frankenweenie	2012	6.9	92396	Animation,Comedy,Family	87	1142977
The Ugly Truth	2009	6.4	194944	Comedy,Romance	96	1142988
High Life	2009	6.1	3118	Comedy,Crime	80	1143110
Treeless Mountain	2008	7.1	1597	Drama	89	1143155
Holy Rollers	2010	5.9	4727	Biography,Crime,Drama	89	1143896
Best Worst Movie	2009	7.3	7387	Comedy,Documentary,Drama	93	1144539
Coyote County Loser	2009	6.2	181	Comedy,Drama,Romance	92	1144541
The Final Destination	2009	5.2	92027	Horror,Thriller	82	1144884
Snow	2008	7.1	935	Drama	100	1146295
Mark of an Angel	2008	6.8	781	Drama	95	1146314
Mutants	2009	5.6	3806	Drama,Horror,Sci-Fi	95	1146320
Singh Is King	2008	5.7	13469	Action,Comedy,Crime	135	1146325
Forget Me Not	2009	5.2	5601	Horror,Romance,Thriller	103	1147684
The Devil's Tomb	2009	3.7	6240	Action,Horror,Sci-Fi	90	1147687
Bran Nue Dae	2009	6.2	1642	Comedy,Drama,Musical	85	1148165
Chain Letter	2009	4.1	4887	Horror	88	1148200
Orphan	2009	6.9	181459	Horror,Mystery,Thriller	123	1148204
Micmacs	2009	7.2	27928	Action,Comedy,Crime	105	1149361
The White Ribbon	2009	7.8	64668	Drama,History,Mystery	144	1149362
Trouble the Water	2008	7.4	1877	Documentary	90	1149405
Flow: For Love of Water	2008	7.6	1088	Documentary	84	1149583
Bigger Stronger Faster*	2008	7.6	12910	Documentary,Sport	105	1151309
Leaves of Grass	2009	6.4	25958	Comedy,Crime,Drama	105	1151359
Otto; or, Up with Dead People	2008	5.3	1781	Comedy,Drama,Fantasy	94	1151384
Nothing Like the Holidays	2008	6.1	3551	Comedy,Drama,Romance	98	1151915
Miss March	2009	5.0	20279	Comedy,Romance	90	1151922
Love of Siam	2007	7.8	3608	Drama,Mystery,Romance	154	1152282
American Violet	2008	7.0	2320	Drama	103	1152397
Beastly	2011	5.6	73725	Drama,Fantasy,Romance	86	1152398
Dear Zachary: A Letter to a Son About His Father	2008	8.6	30590	Biography,Crime,Documentary	95	1152758
Freakonomics	2010	6.4	6532	Documentary	93	1152822
Super Hybrid	2010	3.9	1579	Horror,Sci-Fi,Thriller	94	1152827
Public Enemies	2009	7.0	267581	Biography,Crime,Drama	140	1152836
Wendy and Lucy	2008	7.1	15243	Drama	80	1152850
Tidal Wave	2009	5.6	3587	Action,Drama	120	1153040
Today's Special	2009	6.6	6171	Comedy	99	1153053
Ballast	2008	6.9	2173	Drama	96	1153690
Dance Flick	2009	3.5	11325	Action,Comedy,Music	83	1153706
I Love You, Man	2009	7.0	188525	Comedy,Romance	105	1155056
Down the Shore	2011	5.9	1002	Drama,Romance,Thriller	93	1155060
The Karate Kid	2010	6.2	151361	Action,Drama,Family	140	1155076
Man on Wire	2008	7.7	50480	Biography,Documentary,History	94	1155592
20th Century Boys 1: Beginning of the End	2008	6.7	2330	Adventure,Fantasy,Mystery	142	1155705
Wild Grass	2009	6.2	3501	Drama,Romance	104	1156143
Vincere	2009	6.9	5071	Biography,Drama,Romance	128	1156173
K-20: The Fiend with Twenty Faces	2008	6.6	1911	Action,Adventure,Crime	137	1156395
Zombieland	2009	7.6	491464	Adventure,Comedy,Horror	88	1156398
Triad Wars	2008	5.8	939	Action,Crime,Drama	117	1156444
Connected	2008	6.6	1814	Action,Crime,Thriller	110	1156506
Anvil: The Story of Anvil	2008	7.9	15202	Biography,Documentary,Drama	80	1157605
Dog Eat Dog	2008	6.7	1557	Thriller	106	1157631
The Order of Myths	2008	6.9	351	Documentary	97	1157694
Roman Polanski: Wanted and Desired	2008	7.2	4669	Crime,Documentary	99	1157705
Stranded: I've Come from a Plane That Crashed on the Mountains	2007	8.1	1180	Documentary	130	1157720
Never Grow Old	2019	5.8	2126	Drama,Western	100	1158939
Order of Chaos	2010	4.7	1382	Thriller	90	1159721
Cheerful Weather for the Wedding	2012	5.6	2102	Comedy,Drama,Romance	89	1159922
Waking Sleeping Beauty	2009	7.6	2230	Documentary	86	1159961
Death of a Ghost Hunter	2007	4.5	1919	Horror,Thriller	107	1160317
12 Rounds	2009	5.6	26407	Action,Crime,Thriller	108	1160368
Suspect X	2008	7.5	2559	Crime,Drama,Mystery	128	1160629
The Colony	2013	5.3	41587	Action,Horror,Sci-Fi	95	1160996
Blood Night: The Legend of Mary Hatchet	2009	4.4	2126	Horror	83	1161404
Gentlemen Broncos	2009	6.2	10533	Adventure,Comedy,Sci-Fi	89	1161418
The Rite	2011	6.0	87469	Drama,Horror,Mystery	114	1161864
It's Not Me, I Swear!	2008	7.5	2056	Comedy,Drama,Family	110	1163752
Biutiful	2010	7.5	82197	Drama,Romance	148	1164999
Ghajini	2008	7.3	53590	Action,Mystery,Thriller	183	1166100
22 Bullets	2010	6.7	31133	Action,Crime,Drama	117	1167638
OSS 117: Lost in Rio	2009	6.9	12187	Action,Adventure,Comedy	101	1167660
Saint	2010	5.5	8331	Comedy,Horror	85	1167675
Book of Blood	2009	5.3	6892	Drama,Horror,Mystery	100	1169809
The Hobbit: The Desolation of Smaug	2013	7.8	578121	Adventure,Fantasy	161	1170358
Baggage Claim	2013	5.1	8470	Comedy,Romance	96	1171222
The Breath	2009	8.0	30282	Action,Drama,Thriller	128	1171701
Demolition	2015	7.0	81911	Comedy,Drama	101	1172049
Sita Sings the Blues	2008	7.6	4298	Animation,Comedy,Fantasy	82	1172203
Somers Town	2008	6.9	5940	Comedy,Drama	71	1172206
Whip It	2009	6.9	62004	Drama,Sport	111	1172233
Bronson	2008	7.1	113545	Action,Biography,Crime	92	1172570
The Children	2008	6.0	16488	Horror,Mystery,Thriller	84	1172571
Lemon Tree	2008	7.4	6074	Drama,War	106	1172963
The Company Men	2010	6.7	41888	Drama	104	1172991
The House of the Devil	2009	6.4	38125	Horror	95	1172994
The Bang Bang Club	2010	7.0	9770	Biography,Drama,History	106	1173687
Revanche	2008	7.5	13163	Crime,Drama,Romance	121	1173745
The Myth of the American Sleepover	2010	6.3	3639	Comedy,Drama,Romance	96	1174042
City Island	2009	7.4	29837	Comedy,Drama	104	1174730
An Education	2009	7.3	124803	Drama	100	1174732
Resident Evil: Degeneration	2008	6.5	27958	Action,Animation,Horror	97	1174954
W.	2008	6.3	45002	Biography,Comedy,Drama	129	1175491
Me and Orson Welles	2008	6.7	10444	Comedy,Drama	114	1175506
All Good Things	2010	6.3	50744	Crime,Drama,Mystery	101	1175709
Valentino: The Last Emperor	2008	7.2	1684	Documentary	96	1176244
Gigantic	2008	6.0	9246	Comedy,Drama,Romance	98	1176251
Hunger	2009	5.3	4516	Action,Crime,Horror	101	1176252
Across the Hall	2009	6.0	3988	Horror,Mystery,Thriller	93	1176724
Murder Loves Killers Too	2009	4.8	427	Horror,Thriller	75	1176733
Away We Go	2009	7.0	50277	Comedy,Drama,Romance	98	1176740
Whatever Works	2009	7.1	68354	Comedy,Romance	93	1178663
A Walk in the Woods	2015	6.3	22849	Adventure,Biography,Comedy	104	1178665
The Extraordinary Adventures of Adèle Blanc-Sec	2010	6.3	18992	Action,Adventure,Fantasy	107	1179025
Cold in July	2014	6.8	32863	Crime,Thriller	109	1179031
From Paris with Love	2010	6.5	108893	Action,Crime,Thriller	92	1179034
A Nightmare on Elm Street	2010	5.2	87891	Crime,Drama,Horror	95	1179056
6 Souls	2010	6.1	31099	Horror,Mystery,Thriller	112	1179069
Chéri	2009	6.2	10261	Comedy,Drama,Romance	100	1179258
10 Promises to My Dog	2008	7.1	535	Comedy,Drama,Romance	117	1179271
Mithya	2008	7.1	1824	Comedy,Crime,Thriller	110	1179782
TiMER	2009	6.5	12084	Comedy,Drama,Romance	99	1179794
My Bloody Valentine	2009	5.4	51921	Horror,Mystery,Thriller	101	1179891
Paranormal Activity	2007	6.3	212467	Horror,Mystery,Thriller	86	1179904
10 Cloverfield Lane	2016	7.2	272059	Drama,Horror,Mystery	103	1179933
American: The Bill Hicks Story	2009	7.8	4654	Animation,Biography,Comedy	102	1179947
Vaaranam Aayiram	2008	8.0	7896	Drama,Musical,Romance	169	1180583
Wuthering Heights	2011	6.0	8772	Drama,Romance	129	1181614
Black Death	2010	6.4	42100	Action,Drama,History	102	1181791
Bunraku	2010	6.2	18602	Action,Drama,Fantasy	124	1181795
Jack and the Cuckoo-Clock Heart	2013	7.0	5723	Adventure,Animation,Drama	94	1181840
Moon	2009	7.9	319915	Drama,Mystery,Sci-Fi	97	1182345
You Will Meet a Tall Dark Stranger	2010	6.3	42356	Comedy,Drama,Romance	98	1182350
Ninja	2009	5.5	11690	Action,Crime,Drama	86	1182921
Rab Ne Bana Di Jodi	2008	7.2	41287	Comedy,Drama,Music	167	1182937
Bachna Ae Haseeno	2008	6.2	9562	Comedy,Drama,Romance	152	1182972
Beyond a Reasonable Doubt	2009	5.9	11896	Crime,Drama,Mystery	106	1183251
Chocolate	2008	6.9	16792	Action,Drama	110	1183252
The Horde	2009	5.9	14721	Action,Horror	90	1183276
Pet	2016	5.7	14599	Horror,Thriller	94	1183374
Cracks	2009	6.7	18428	Drama,Thriller	104	1183665
The Girl on the Train	2009	6.0	1380	Drama	97	1183672
Tokyo Gore Police	2008	5.9	10480	Action,Comedy,Horror	110	1183732
Mr. Nice	2010	6.4	6782	Biography,Comedy,Crime	121	1183911
Marley	2012	8.0	12725	Biography,Documentary,Music	144	1183919
The Vicious Kind	2009	7.0	7325	Comedy,Drama	92	1183921
Welcome to the Rileys	2010	7.0	22641	Drama	110	1183923
The Stoneman Murders	2009	7.4	2242	Crime,Drama,Mystery	95	1183946
Red Mist	2008	5.0	2646	Fantasy,Horror,Sci-Fi	82	1185264
Corman's World: Exploits of a Hollywood Rebel	2011	7.6	2129	Documentary	95	1185371
Veer	2010	4.6	6847	Action,Adventure,Drama	169	1185412
When in Rome	2010	5.6	58306	Comedy,Romance	91	1185416
The Wrecking Crew!	2008	7.6	2478	Documentary,Music	101	1185418
Dostana	2008	6.5	12995	Comedy,Drama,Romance	145	1185420
My One and Only	2009	6.5	8238	Adventure,Biography,Comedy	108	1185431
Kurbaan	2009	5.7	4383	Action,Crime,Drama	161	1185442
Waltz with Bashir	2008	8.0	53293	Animation,Biography,Documentary	90	1185616
Star Wars: The Clone Wars	2008	5.9	52743	Action,Adventure,Animation	98	1185834
Adam	2009	7.2	32885	Comedy,Drama,Romance	99	1185836
Ninja Assassin	2009	6.3	65895	Action,Thriller	99	1186367
Lorna's Silence	2008	7.1	7978	Drama	105	1186369
Spread	2009	5.9	37098	Comedy,Drama,Romance	97	1186370
